name,yahoo_symbol,exchange
Kalyani Forge Limited,KALYANIFRG.NS,NSE
Kalyan Jewellers India Limited,KALYANKJIL.NS,NSE
Kamat Hotels (I) Limited,KAMATHOTEL.NS,NSE
Kamdhenu Limited,KAMDHENU.NS,NSE
Kamdhenu Ventures Limited,KAMOPAINTS.NS,NSE
Kanani Industries Limited,KANANIIND.NS,NSE
Kanoria Chemicals & Industries Limited,KANORICHEM.NS,NSE
Kanpur Plastipack Limited,KANPRPLA.NS,NSE
Kansai Nerolac Paints Limited,KANSAINER.NS,NSE
Kapston Services Limited,KAPSTON.NS,NSE
Karma Energy Limited,KARMAENG.NS,NSE
Karur Vysya Bank Limited,KARURVYSYA.NS,NSE
Kaushalya Infrastructure Development Corporation Limited,KAUSHALYA.NS,NSE
Kavveri Defence & Wireless Technologies Limited,KAVDEFENCE.NS,NSE
Kaya Limited,KAYA.NS,NSE
Kaynes Technology India Limited,KAYNES.NS,NSE
KCP Limited,KCP.NS,NSE
KCP Sugar and Industries Corporation Limited,KCPSUGIND.NS,NSE
KDDL Limited,KDDL.NS,NSE
KEC International Limited,KEC.NS,NSE
Kirloskar Electric Company Limited,KECL.NS,NSE
DSJ Keep Learning Limited,KEEPLEARN.NS,NSE
KEI Industries Limited,KEI.NS,NSE
Kellton Tech Solutions Limited,KELLTONTEC.NS,NSE
Kernex Microsystems (India) Limited,KERNEX.NS,NSE
Kesoram Industries Limited,KESORAMIND.NS,NSE
Keynote Financial Services Limited,KEYFINSERV.NS,NSE
Kfin Technologies Limited,KFINTECH.NS,NSE
Khadim India Limited,KHADIM.NS,NSE
Khaitan Chemicals & Fertilizers Limited,KHAICHEM.NS,NSE
Khaitan (India) Limited,KHAITANLTD.NS,NSE
Khandwala Securities Limited,KHANDSE.NS,NSE
Kalyani Investment Company Limited,KICL.NS,NSE
Kilitch Drugs (India) Limited,KILITCH.NS,NSE
Krishna Institute of Medical Sciences Limited,KIMS.NS,NSE
Kingfa Science & Technology (India) Limited,KINGFA.NS,NSE
KIOCL Limited,KIOCL.NS,NSE
Kiri Industries Limited,KIRIINDUS.NS,NSE
Kirloskar Brothers Limited,KIRLOSBROS.NS,NSE
Kirloskar Oil Engines Limited,KIRLOSENG.NS,NSE
Kirloskar Industries Limited,KIRLOSIND.NS,NSE
Kirloskar Pneumatic Company Limited,KIRLPNU.NS,NSE
Kitex Garments Limited,KITEX.NS,NSE
Kewal Kiran Clothing Limited,KKCL.NS,NSE
Knowledge Marine & Engineering Works Limited,KMEW.NS,NSE
K.M.Sugar Mills Limited,KMSUGAR.NS,NSE
KN Agri Resources Limited,KNAGRI.NS,NSE
KNR Constructions Limited,KNRCON.NS,NSE
Kohinoor Foods Limited,KOHINOOR.NS,NSE
Kokuyo Camlin Limited,KOKUYOCMLN.NS,NSE
Kolte - Patil Developers Limited,KOLTEPATIL.NS,NSE
Kopran Limited,KOPRAN.NS,NSE
Kotak Mahindra Bank Limited,KOTAKBANK.NS,NSE
Kothari Sugars And Chemicals Limited,KOTARISUG.NS,NSE
Kothari Petrochemicals Limited,KOTHARIPET.NS,NSE
Kothari Products Limited,KOTHARIPRO.NS,NSE
K.P. Energy Limited,KPEL.NS,NSE
KPI Green Energy Limited,KPIGREEN.NS,NSE
Kalpataru Projects International Limited,KPIL.NS,NSE
KPIT Technologies Limited,KPITTECH.NS,NSE
K.P.R. Mill Limited,KPRMILL.NS,NSE
KRBL Limited,KRBL.NS,NSE
Krebs Biochemicals and Industries Limited,KREBSBIO.NS,NSE
Kridhan Infra Limited,KRIDHANINF.NS,NSE
Krishana Phoschem Limited,KRISHANA.NS,NSE
Krishival Foods Limited,KRISHIVAL.NS,NSE
Kriti Industries (India) Limited,KRITI.NS,NSE
Kritika Wires Limited,KRITIKA.NS,NSE
Kriti Nutrients Limited,KRITINUT.NS,NSE
KRN Heat Exchanger and Refrigeration Limited,KRN.NS,NSE
Kronox Lab Sciences Limited,KRONOX.NS,NSE
Kross Limited,KROSS.NS,NSE
Krsnaa Diagnostics Limited,KRSNAA.NS,NSE
Krystal Integrated Services Limited,KRYSTAL.NS,NSE
Ksb Limited,KSB.NS,NSE
Kaveri Seed Company Limited,KSCL.NS,NSE
Kshitij Polyline Limited,KSHITIJPOL.NS,NSE
Kalyani Steels Limited,KSL.NS,NSE
Ksolves India Limited,KSOLVES.NS,NSE
KSR Footwear Limited,KSR.NS,NSE
The Karnataka Bank Limited,KTKBANK.NS,NSE
Kuantum Papers Limited,KUANTUM.NS,NSE
Lagnam Spintex Limited,LAGNAM.NS,NSE
Lakshmi Precision Screws Limited,LAKPRE.NS,NSE
Lorenzini Apparels Limited,LAL.NS,NSE
Dr. Lal Path Labs Ltd.,LALPATHLAB.NS,NSE
Lambodhara Textiles Limited,LAMBODHARA.NS,NSE
Lancor Holdings Limited,LANCORHOL.NS,NSE
Landmark Cars Limited,LANDMARK.NS,NSE
La Opala RG Limited,LAOPALA.NS,NSE
Lasa Supergenerics Limited,LASA.NS,NSE
Latent View Analytics Limited,LATENTVIEW.NS,NSE
Latteys Industries Limited,LATTEYS.NS,NSE
Laurus Labs Limited,LAURUSLABS.NS,NSE
Laxmi Cotspin Limited,LAXMICOT.NS,NSE
Laxmi Dental Limited,LAXMIDENTL.NS,NSE
Laxmi India Finance Limited,LAXMIINDIA.NS,NSE
LCC Infotech Limited,LCCINFOTEC.NS,NSE
Le Merite Exports Limited,LEMERITE.NS,NSE
Lemon Tree Hotels Limited,LEMONTREE.NS,NSE
Lenskart Solutions Limited,LENSKART.NS,NSE
Lexus Granito (India) Limited,LEXUS.NS,NSE
Lakshmi Finance & Industrial Corporation Limited,LFIC.NS,NSE
LG Balakrishnan & Bros Limited,LGBBROSLTD.NS,NSE
LG Electronics India Limited,LGEINDIA.NS,NSE
Laxmi Goldorna House Limited,LGHL.NS,NSE
Libas Consumer Products Limited,LIBAS.NS,NSE
Liberty Shoes Limited,LIBERTSHOE.NS,NSE
LIC Housing Finance Limited,LICHSGFIN.NS,NSE
Life Insurance Corporation Of India,LICI.NS,NSE
Likhitha Infrastructure Limited,LIKHITHA.NS,NSE
Linc Limited,LINC.NS,NSE
Lincoln Pharmaceuticals Limited,LINCOLN.NS,NSE
Linde India Limited,LINDEINDIA.NS,NSE
LLOYDS ENGINEERING WORKS LIMITED,LLOYDSENGG.NS,NSE
Lloyds Enterprises Limited,LLOYDSENT.NS,NSE
Lloyds Metals And Energy Limited,LLOYDSME.NS,NSE
LMW Limited,LMW.NS,NSE
Lodha Developers Limited,LODHA.NS,NSE
Lokesh Machines Limited,LOKESHMACH.NS,NSE
Lords Chloro Alkali Limited,LORDSCHLO.NS,NSE
Sri Lotus Developers and Realty Limited,LOTUSDEV.NS,NSE
Lotus Eye Hospital and Institute Limited,LOTUSEYE.NS,NSE
Lovable Lingerie Limited,LOVABLE.NS,NSE
Loyal Textile Mills Limited,LOYALTEX.NS,NSE
Landmark Property Development Company Limited,LPDC.NS,NSE
Larsen & Toubro Limited,LT.NS,NSE
L&T Finance Limited,LTF.NS,NSE
LT Foods Limited,LTFOODS.NS,NSE
LTIMindtree Limited,LTIM.NS,NSE
L&T Technology Services Limited,LTTS.NS,NSE
Lumax Industries Limited,LUMAXIND.NS,NSE
Lumax Auto Technologies Limited,LUMAXTECH.NS,NSE
Lupin Limited,LUPIN.NS,NSE
Lux Industries Limited,LUXIND.NS,NSE
Laxmi Organic Industries Limited,LXCHEM.NS,NSE
Lyka Labs Limited,LYKALABS.NS,NSE
Lypsa Gems & Jewellery Limited,LYPSAGEMS.NS,NSE
Mahindra & Mahindra Limited,M&M.NS,NSE
Mahindra & Mahindra Financial Services Limited,M&MFIN.NS,NSE
Maan Aluminium Limited,MAANALU.NS,NSE
Macpower CNC Machines Limited,MACPOWER.NS,NSE
Madhav Marbles and Granites Limited,MADHAV.NS,NSE
Madhucon Projects Limited,MADHUCON.NS,NSE
Madras Fertilizers Limited,MADRASFERT.NS,NSE
Magadh Sugar & Energy Limited,MAGADSUGAR.NS,NSE
Magnum Ventures Limited,MAGNUM.NS,NSE
Bank of Maharashtra,MAHABANK.NS,NSE
Maha Rashtra Apex Corporation Limited,MAHAPEXLTD.NS,NSE
Mahamaya Steel Industries Limited,MAHASTEEL.NS,NSE
Mahindra EPC Irrigation Limited,MAHEPC.NS,NSE
Maheshwari Logistics Limited,MAHESHWARI.NS,NSE
Mahindra Lifespace Developers Limited,MAHLIFE.NS,NSE
Mahindra Logistics Limited,MAHLOG.NS,NSE
Maharashtra Scooters Limited,MAHSCOOTER.NS,NSE
Maharashtra Seamless Limited,MAHSEAMLES.NS,NSE
Maithan Alloys Limited,MAITHANALL.NS,NSE
Mallcom (India) Limited,MALLCOM.NS,NSE
Malu Paper Mills Limited,MALUPAPER.NS,NSE
Mamata Machinery Limited,MAMATA.NS,NSE
Manaksia Aluminium Company Limited,MANAKALUCO.NS,NSE
Manaksia Coated Metals & Industries Limited,MANAKCOAT.NS,NSE
Manaksia Limited,MANAKSIA.NS,NSE
Manaksia Steels Limited,MANAKSTEEL.NS,NSE
Manali Petrochemicals Limited,MANALIPETC.NS,NSE
Manappuram Finance Limited,MANAPPURAM.NS,NSE
Manba Finance Limited,MANBA.NS,NSE
Mangal Credit and Fincorp Limited,MANCREDIT.NS,NSE
Mangalam Drugs And Organics Limited,MANGALAM.NS,NSE
Mangalam Cement Limited,MANGLMCEM.NS,NSE
Man Industries (India) Limited,MANINDS.NS,NSE
Man Infraconstruction Limited,MANINFRA.NS,NSE
Mankind Pharma Limited,MANKIND.NS,NSE
Manomay Tex India Limited,MANOMAY.NS,NSE
Manorama Industries Limited,MANORAMA.NS,NSE
Mangalam Organics Limited,MANORG.NS,NSE
Manugraph India Limited,MANUGRAPH.NS,NSE
Vedant Fashions Limited,MANYAVAR.NS,NSE
C.E. Info Systems Limited,MAPMYINDIA.NS,NSE
Maral Overseas Limited,MARALOVER.NS,NSE
Marathon Nextgen Realty Limited,MARATHON.NS,NSE
Marico Limited,MARICO.NS,NSE
Marine Electricals (India) Limited,MARINE.NS,NSE
Markolines Pavement Technologies Limited,MARKOLINES.NS,NSE
Marksans Pharma Limited,MARKSANS.NS,NSE
Maruti Suzuki India Limited,MARUTI.NS,NSE
MAS Financial Services Limited,MASFIN.NS,NSE
Mask Investments Limited,MASKINVEST.NS,NSE
Mastek Limited,MASTEK.NS,NSE
Master Trust Limited,MASTERTR.NS,NSE
Matrimony.Com Limited,MATRIMONY.NS,NSE
Mawana Sugars Limited,MAWANASUG.NS,NSE
Max Estates Limited,MAXESTATES.NS,NSE
Max Healthcare Institute Limited,MAXHEALTH.NS,NSE
Max India Limited,MAXIND.NS,NSE
Mayur Uniquoters Ltd,MAYURUNIQ.NS,NSE
Mazda Limited,MAZDA.NS,NSE
Mazagon Dock Shipbuilders Limited,MAZDOCK.NS,NSE
Madhya Bharat Agro Products Limited,MBAPL.NS,NSE
M & B Engineering Limited,MBEL.NS,NSE
MBL Infrastructure Limited,MBLINFRA.NS,NSE
Madhav Copper Limited,MCL.NS,NSE
Mcleod Russel India Limited,MCLEODRUSS.NS,NSE
Magellanic Cloud Limited,MCLOUD.NS,NSE
Multi Commodity Exchange of India Limited,MCX.NS,NSE
Global Health Limited,MEDANTA.NS,NSE
Medi Assist Healthcare Services Limited,MEDIASSIST.NS,NSE
Medicamen Biotech Limited,MEDICAMEQ.NS,NSE
Medico Remedies Limited,MEDICO.NS,NSE
Medplus Health Services Limited,MEDPLUS.NS,NSE
Meesho Limited,MEESHO.NS,NSE
Megasoft Limited,MEGASOFT.NS,NSE
Megastar Foods Limited,MEGASTAR.NS,NSE
Mangal Electrical Industries Limited,MEIL.NS,NSE
Menon Bearings Limited,MENONBE.NS,NSE
MEP Infrastructure Developers Limited,MEP.NS,NSE
Metro Brands Limited,METROBRAND.NS,NSE
Metropolis Healthcare Limited,METROPOLIS.NS,NSE
Mahalaxmi Fabric Mills Limited,MFML.NS,NSE
Max Financial Services Limited,MFSL.NS,NSE
Mangalam Global Enterprise Limited,MGEL.NS,NSE
Mahanagar Gas Limited,MGL.NS,NSE
Mahalaxmi Rubtech Limited,MHLXMIRU.NS,NSE
Mahindra Holidays & Resorts India Limited,MHRIL.NS,NSE
MIC Electronics Limited,MICEL.NS,NSE
Mishra Dhatu Nigam Limited,MIDHANI.NS,NSE
Midwest Limited,MIDWESTLTD.NS,NSE
Minda Corporation Limited,MINDACORP.NS,NSE
Mindteck (India) Limited,MINDTECK.NS,NSE
MIRC Electronics Limited,MIRCELECTR.NS,NSE
Mirza International Limited,MIRZAINT.NS,NSE
MITCON Consultancy & Engineering Services Limited,MITCON.NS,NSE
Mittal Life Style Limited,MITTAL.NS,NSE
M K Proteins Limited,MKPL.NS,NSE
MM Forgings Limited,MMFL.NS,NSE
MMP Industries Limited,MMP.NS,NSE
MMTC Limited,MMTC.NS,NSE
One Mobikwik Systems Limited,MOBIKWIK.NS,NSE
Modi Naturals Limited,MODINATUR.NS,NSE
Modi Rubber Limited,MODIRUBBER.NS,NSE
Modis Navnirman Limited,MODIS.NS,NSE
MODISON LIMITED,MODISONLTD.NS,NSE
Modern Threads (India) Limited,MODTHREAD.NS,NSE
Mohit Industries Limited,MOHITIND.NS,NSE
MOIL Limited,MOIL.NS,NSE
Moksh Ornaments Limited,MOKSH.NS,NSE
Meghmani Organics Limited,MOL.NS,NSE
Mold-Tek Technologies Limited,MOLDTECH.NS,NSE
Mold-Tek Packaging Limited,MOLDTKPAC.NS,NSE
Monarch Networth Capital Limited,MONARCH.NS,NSE
Moneyboxx Finance Limited,MONEYBOXX.NS,NSE
Monte Carlo Fashions Limited,MONTECARLO.NS,NSE
Morepen Laboratories Limited,MOREPENLAB.NS,NSE
Moschip Technologies Limited,MOSCHIP.NS,NSE
Samvardhana Motherson International Limited,MOTHERSON.NS,NSE
Motilal Oswal Financial Services Limited,MOTILALOFS.NS,NSE
Motisons Jewellers Limited,MOTISONS.NS,NSE
The Motor & General Finance Limited,MOTOGENFIN.NS,NSE
MphasiS Limited,MPHASIS.NS,NSE
MPS Limited,MPSLTD.NS,NSE
MRF Limited,MRF.NS,NSE
Mangalore Refinery and Petrochemicals Limited,MRPL.NS,NSE
MSP Steel & Power Limited,MSPL.NS,NSE
Mstc Limited,MSTCLTD.NS,NSE
Motherson Sumi Wiring India Limited,MSUMI.NS,NSE
Mtar Technologies Limited,MTARTECH.NS,NSE
MT Educare Limited,MTEDUCARE.NS,NSE
Mahanagar Telephone Nigam Limited,MTNL.NS,NSE
Mufin Green Finance Limited,MUFIN.NS,NSE
Credo Brands Marketing Limited,MUFTI.NS,NSE
Mukand Limited,MUKANDLTD.NS,NSE
Mukka Proteins Limited,MUKKA.NS,NSE
Mukta Arts Limited,MUKTAARTS.NS,NSE
Munjal Auto Industries Limited,MUNJALAU.NS,NSE
Munjal Showa Limited,MUNJALSHOW.NS,NSE
Murudeshwar Ceramics Limited,MURUDCERA.NS,NSE
Muthoot Capital Services Limited,MUTHOOTCAP.NS,NSE
Muthoot Finance Limited,MUTHOOTFIN.NS,NSE
Muthoot Microfin Limited,MUTHOOTMF.NS,NSE
Manoj Vaibhav Gems N Jewellers Limited,MVGJL.NS,NSE
Mangalam Worldwide Limited,MWL.NS,NSE
NACL Industries Limited,NACLIND.NS,NSE
Nagarjuna Fertilizers and Chemicals Limited,NAGAFERT.NS,NSE
Nagreeka Capital & Infrastructure Limited,NAGREEKCAP.NS,NSE
Nagreeka Exports Limited,NAGREEKEXP.NS,NSE
Nahar Capital and Financial Services Limited,NAHARCAP.NS,NSE
Nahar Industrial Enterprises Limited,NAHARINDUS.NS,NSE
Nahar Poly Films Limited,NAHARPOLY.NS,NSE
Nahar Spinning Mills Limited,NAHARSPING.NS,NSE
Nippon Life India Asset Management Limited,NAM-INDIA.NS,NSE
Narmada Agrobase Limited,NARMADA.NS,NSE
Natural Capsules Limited,NATCAPSUQ.NS,NSE
Natco Pharma Limited,NATCOPHARM.NS,NSE
Nath Bio-Genes (India) Limited,NATHBIOGEN.NS,NSE
National Aluminium Company Limited,NATIONALUM.NS,NSE
Info Edge (India) Limited,NAUKRI.NS,NSE
NAVA LIMITED,NAVA.NS,NSE
Navin Fluorine International Limited,NAVINFLUOR.NS,NSE
Navkar Corporation Limited,NAVKARCORP.NS,NSE
Navkar Urbanstructure Limited,NAVKARURB.NS,NSE
Navneet Education Limited,NAVNETEDUL.NS,NSE
Nazara Technologies Limited,NAZARA.NS,NSE
NBCC (India) Limited,NBCC.NS,NSE
N. B. I. Industrial Finance Company Limited,NBIFIN.NS,NSE
NCC Limited,NCC.NS,NSE
NCL Industries Limited,NCLIND.NS,NSE
Naga Dhunseri Group Limited,NDGL.NS,NSE
Nandan Denim Limited,NDL.NS,NSE
NDL Ventures Limited,NDLVENTURE.NS,NSE
Ndr Auto Components Limited,NDRAUTO.NS,NSE
New Delhi Television Limited,NDTV.NS,NSE
North Eastern Carrying Corporation Limited,NECCLTD.NS,NSE
Nectar Lifesciences Limited,NECLIFE.NS,NSE
Nelcast Limited,NELCAST.NS,NSE
NELCO Limited,NELCO.NS,NSE
Neogen Chemicals Limited,NEOGEN.NS,NSE
Nephrocare Health Services Limited,NEPHROPLUS.NS,NSE
Nesco Limited,NESCO.NS,NSE
Nestle India Limited,NESTLEIND.NS,NSE
Netweb Technologies India Limited,NETWEB.NS,NSE
Network18 Media & Investments Limited,NETWORK18.NS,NSE
Neuland Laboratories Limited,NEULANDLAB.NS,NSE
Newgen Software Technologies Limited,NEWGEN.NS,NSE
Next Mediaworks Limited,NEXTMEDIA.NS,NSE
National Fertilizers Limited,NFL.NS,NSE
Nakoda Group of Industries Limited,NGIL.NS,NSE
NGL Fine-Chem Limited,NGLFINE.NS,NSE
Narayana Hrudayalaya Ltd.,NH.NS,NSE
NHPC Limited,NHPC.NS,NSE
The New India Assurance Company Limited,NIACL.NS,NSE
NIBE Limited,NIBE.NS,NSE
NRB Industrial Bearings Limited,NIBL.NS,NSE
NIIT Limited,NIITLTD.NS,NSE
NIIT Learning Systems Limited,NIITMTS.NS,NSE
Nila Infrastructures Limited,NILAINFRA.NS,NSE
Nila Spaces Limited,NILASPACES.NS,NSE
Nilkamal Limited,NILKAMAL.NS,NSE
NINtec Systems Limited,NINSYS.NS,NSE
Indo-National Limited,NIPPOBATRY.NS,NSE
Niraj Cement Structurals Limited,NIRAJ.NS,NSE
Niraj Ispat Industries Limited,NIRAJISPAT.NS,NSE
Nitco Limited,NITCO.NS,NSE
Nitin Spinners Limited,NITINSPIN.NS,NSE
Nitiraj Engineers Limited,NITIRAJ.NS,NSE
Niva Bupa Health Insurance Company Limited,NIVABUPA.NS,NSE
NK Industries Limited,NKIND.NS,NSE
NLC India Limited,NLCINDIA.NS,NSE
NMDC Limited,NMDC.NS,NSE
NOCIL Limited,NOCIL.NS,NSE
Noida Toll Bridge Company Limited,NOIDATOLL.NS,NSE
Norben Tea & Exports Limited,NORBTEAEXP.NS,NSE
Northern Arc Capital Limited,NORTHARC.NS,NSE
Nova Agritech Limited,NOVAAGRI.NS,NSE
Network People Services Technologies Limited,NPST.NS,NSE
N R Agarwal Industries Limited,NRAIL.NS,NSE
NRB Bearing Limited,NRBBEARING.NS,NSE
Nupur Recyclers Limited,NRL.NS,NSE
Nalwa Sons Investments Limited,NSIL.NS,NSE
NMDC Steel Limited,NSLNISP.NS,NSE
NTPC Limited,NTPC.NS,NSE
NTPC Green Energy Limited,NTPCGREEN.NS,NSE
Nucleus Software Exports Limited,NUCLEUS.NS,NSE
Nureca Limited,NURECA.NS,NSE
Nuvama Wealth Management Limited,NUVAMA.NS,NSE
Nuvoco Vistas Corporation Limited,NUVOCO.NS,NSE
FSN E-Commerce Ventures Limited,NYKAA.NS,NSE
Oriental Aromatics Limited,OAL.NS,NSE
Orissa Bengal Carrier Limited,OBCL.NS,NSE
Oberoi Realty Limited,OBEROIRLTY.NS,NSE
OCCL Limited,OCCLLTD.NS,NSE
Odigma Consultancy Solutions Limited,ODIGMA.NS,NSE
Oracle Financial Services Software Limited,OFSS.NS,NSE
Oil India Limited,OIL.NS,NSE
Oil Country Tubular Limited,OILCOUNTUB.NS,NSE
Ola Electric Mobility Limited,OLAELEC.NS,NSE
Olectra Greentech Limited,OLECTRA.NS,NSE
Omax Autos Limited,OMAXAUTO.NS,NSE
Omaxe Limited,OMAXE.NS,NSE
Om Freight Forwarders Limited,OMFREIGHT.NS,NSE
OM INFRA LIMITED,OMINFRAL.NS,NSE
Omkar Speciality Chemicals Limited,OMKARCHEM.NS,NSE
Onelife Capital Advisors Limited,ONELIFECAP.NS,NSE
One Point One Solutions Limited,ONEPOINT.NS,NSE
Onesource Specialty Pharma Limited,ONESOURCE.NS,NSE
Oil & Natural Gas Corporation Limited,ONGC.NS,NSE
OnMobile Global Limited,ONMOBILE.NS,NSE
Onward Technologies Limited,ONWARDTEC.NS,NSE
Optiemus Infracom Limited,OPTIEMUS.NS,NSE
Orbit Exports Limited,ORBTEXP.NS,NSE
Orchasp Limited,ORCHASP.NS,NSE
Orchid Pharma Limited,ORCHPHARMA.NS,NSE
Oricon Enterprises Limited,ORICONENT.NS,NSE
Oriental Trimex Limited,ORIENTALTL.NS,NSE
Orient Bell Limited,ORIENTBELL.NS,NSE
Orient Cement Limited,ORIENTCEM.NS,NSE
ORIENT CERATECH LIMITED,ORIENTCER.NS,NSE
Orient Electric Limited,ORIENTELEC.NS,NSE
Oriental Hotels Limited,ORIENTHOT.NS,NSE
Orient Press Limited,ORIENTLTD.NS,NSE
Orient Paper & Industries Limited,ORIENTPPR.NS,NSE
Orient Technologies Limited,ORIENTTECH.NS,NSE
The Orissa Minerals Development Company Limited,ORISSAMINE.NS,NSE
Orkla India Limited,ORKLAINDIA.NS,NSE
ORTIN GLOBAL LIMITED,ORTINGLOBE.NS,NSE
Osia Hyper Retail Limited,OSIAHYPER.NS,NSE
Oswal Agro Mills Limited,OSWALAGRO.NS,NSE
Oswal Greentech Limited,OSWALGREEN.NS,NSE
Oswal Pumps Limited,OSWALPUMPS.NS,NSE
ShreeOswal Seeds And Chemicals Limited,OSWALSEEDS.NS,NSE
Pace Digitek Limited,PACEDIGITK.NS,NSE
Page Industries Limited,PAGEIND.NS,NSE
Paisalo Digital Limited,PAISALO.NS,NSE
PAKKA LIMITED,PAKKA.NS,NSE
Palash Securities Limited,PALASHSECU.NS,NSE
Palred Technologies Limited,PALREDTEC.NS,NSE
Panacea Biotec Limited,PANACEABIO.NS,NSE
Panache Digilife Limited,PANACHE.NS,NSE
Panama Petrochem Limited,PANAMAPET.NS,NSE
Pansari Developers Limited,PANSARI.NS,NSE
Par Drugs And Chemicals Limited,PAR.NS,NSE
Paramount Communications Limited,PARACABLES.NS,NSE
Paradeep Phosphates Limited,PARADEEP.NS,NSE
Parag Milk Foods Limited,PARAGMILK.NS,NSE
Paras Defence and Space Technologies Limited,PARAS.NS,NSE
Paras Petrofils Limited,PARASPETRO.NS,NSE
Park Medi World Limited,PARKHOSPS.NS,NSE
Apeejay Surrendra Park Hotels Limited,PARKHOTELS.NS,NSE
Parsvnath Developers Limited,PARSVNATH.NS,NSE
Pashupati Cotspin Limited,PASHUPATI.NS,NSE
Pasupati Acrylon Limited,PASUPTAC.NS,NSE
Patanjali Foods Limited,PATANJALI.NS,NSE
Patel Engineering Limited,PATELENG.NS,NSE
Patel Retail Limited,PATELRMART.NS,NSE
Patel Integrated Logistics Limited,PATINTLOG.NS,NSE
Paushak Limited,PAUSHAKLTD.NS,NSE
Pavna Industries Limited,PAVNAIND.NS,NSE
One 97 Communications Limited,PAYTM.NS,NSE
PCBL Chemical Limited,PCBL.NS,NSE
PC Jeweller Limited,PCJEWELLER.NS,NSE
Pudumjee Paper Products Limited,PDMJEPAPER.NS,NSE
PDS Limited,PDSL.NS,NSE
Pearl Polymers Limited,PEARLPOLY.NS,NSE
Pennar Industries Limited,PENIND.NS,NSE
Peninsula Land Limited,PENINLAND.NS,NSE
Persistent Systems Limited,PERSISTENT.NS,NSE
Petronet LNG Limited,PETRONET.NS,NSE
Power Finance Corporation Limited,PFC.NS,NSE
Pfizer Limited,PFIZER.NS,NSE
Prime Focus Limited,PFOCUS.NS,NSE
PTC India Financial Services Limited,PFS.NS,NSE
PG Electroplast Limited,PGEL.NS,NSE
Procter & Gamble Hygiene and Health Care Limited,PGHH.NS,NSE
Procter & Gamble Health Limited,PGHL.NS,NSE
Pearl Global Industries Limited,PGIL.NS,NSE
The Phoenix Mills Limited,PHOENIXLTD.NS,NSE
Piccadily Agro Industries Limited,PICCADIL.NS,NSE
Pidilite Industries Limited,PIDILITIND.NS,NSE
Power & Instrumentation (Gujarat) Limited,PIGL.NS,NSE
PI Industries Limited,PIIND.NS,NSE
Pilani Investment and Industries Corporation Limited,PILANIINVS.NS,NSE
PIL ITALICA LIFESTYLE LIMITED,PILITA.NS,NSE
Pine Labs Limited,PINELABS.NS,NSE
Pioneer Embroideries Limited,PIONEEREMB.NS,NSE
Piramal Finance Limited,PIRAMALFIN.NS,NSE
Pitti Engineering Limited,PITTIENG.NS,NSE
Pix Transmissions Limited,PIXTRANS.NS,NSE
The Peria Karamalai Tea & Produce Company Limited,PKTEA.NS,NSE
Plastiblends India Limited,PLASTIBLEN.NS,NSE
Platinum Industries Limited,PLATIND.NS,NSE
Plaza Wires Limited,PLAZACABLE.NS,NSE
Punjab National Bank,PNB.NS,NSE
PNB Gilts Limited,PNBGILTS.NS,NSE
PNB Housing Finance Limited,PNBHOUSING.NS,NSE
Pritish Nandy Communications Limited,PNC.NS,NSE
PNC Infratech Limited,PNCINFRA.NS,NSE
P N Gadgil Jewellers Limited,PNGJL.NS,NSE
Pondy Oxides & Chemicals Limited,POCL.NS,NSE
Poddar Pigments Limited,PODDARMENT.NS,NSE
Pokarna Limited,POKARNA.NS,NSE
PB Fintech Limited,POLICYBZR.NS,NSE
Polycab India Limited,POLYCAB.NS,NSE
Poly Medicure Limited,POLYMED.NS,NSE
Polyplex Corporation Limited,POLYPLEX.NS,NSE
Ponni Sugars (Erode) Limited,PONNIERODE.NS,NSE
Poonawalla Fincorp Limited,POONAWALLA.NS,NSE
Power Grid Corporation of India Limited,POWERGRID.NS,NSE
Hitachi Energy India Limited,POWERINDIA.NS,NSE
Power Mech Projects Limited,POWERMECH.NS,NSE
PPAP Automotive Limited,PPAP.NS,NSE
Prakash Pipes Limited,PPL.NS,NSE
Piramal Pharma Limited,PPLPHARMA.NS,NSE
Prabha Energy Limited,PRABHA.NS,NSE
Prajay Engineers Syndicate Limited,PRAENG.NS,NSE
Praj Industries Limited,PRAJIND.NS,NSE
Prakash Industries Limited,PRAKASH.NS,NSE
Prakash Steelage Limited,PRAKASHSTL.NS,NSE
Praxis Home Retail Limited,PRAXIS.NS,NSE
Precision Camshafts Limited,PRECAM.NS,NSE
Precot Limited,PRECOT.NS,NSE
Precision Wires India Limited,PRECWIRE.NS,NSE
Premier Explosives Limited,PREMEXPLN.NS,NSE
Premier Limited,PREMIER.NS,NSE
Premier Energies Limited,PREMIERENE.NS,NSE
Premier Polyfilm Limited,PREMIERPOL.NS,NSE
Prestige Estates Projects Limited,PRESTIGE.NS,NSE
Pricol Limited,PRICOLLTD.NS,NSE
Prime Securities Limited,PRIMESECU.NS,NSE
Primo Chemicals Limited,PRIMO.NS,NSE
Prince Pipes And Fittings Limited,PRINCEPIPE.NS,NSE
Priti International Limited,PRITI.NS,NSE
Pritika Auto Industries Limited,PRITIKAUTO.NS,NSE
Privi Speciality Chemicals Limited,PRIVISCL.NS,NSE
Prostarm Info Systems Limited,PROSTARM.NS,NSE
Protean eGov Technologies Limited,PROTEAN.NS,NSE
Prozone Realty Limited,PROZONER.NS,NSE
