name,yahoo_symbol,exchange
NIFTY 50,^NSEI,NSE
NIFTY Bank,^NSEBANK,NSE
NIFTY IT,^CNXIT,NSE
NIFTY FMCG,^CNXFMCG,NSE
NIFTY Pharma,^CNXPHARMA,NSE
NIFTY Auto,^CNXAUTO,NSE
NIFTY Metal,^CNXMETAL,NSE
NIFTY PSU Bank,^CNXPSUBANK,NSE
NIFTY Realty,^CNXREALTY,NSE
NIFTY Media,^CNXMEDIA,NSE
NIFTY Energy,^CNXENERGY,NSE
NIFTY Infra,^CNXINFRA,NSE
NIFTY Consumption,^CNXCONSUM,NSE
NIFTY PSE,^CNXPSE,NSE
NIFTY 100,^CNX100,NSE
NIFTY 200,^CNX200,NSE
INDIA VIX,^INDIAVIX,NSE
